kw-audience-intent,,,,,,,,,,,,,,,,,,,,,,,,,
1 April 2025 - 31 March 2026,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025,Searches: Jan 2026,Searches: Feb 2026,Searches: Mar 2026
sample real estate website,INR,110,22%,-35%,Medium,37,312.74,1355.53,,,,,,210,170,140,140,110,110,110,110,70,90,110,110
attorney website developer,INR,390,255%,-70%,Low,10,3779.35,11527.02,,,,,,720,390,320,260,170,1300,320,140,70,110,260,390
best medical web design,INR,260,22%,-81%,Low,18,395.65,1700.71,,,,,,720,390,170,140,90,880,70,20,50,90,50,110
startup web design agency,INR,90,1000%,-21%,Low,0,,,,,,,,210,140,70,20,50,320,90,10,20,10,70,110
lawyer website designers,INR,390,24%,-56%,Low,7,3306.93,11527.02,,,,,,590,480,260,170,210,1900,260,110,110,170,110,210
law office website design,INR,2900,190%,-19%,Low,14,3306.93,7558.70,,,,,,3600,4400,2900,2400,2400,6600,2400,1000,1000,1000,1300,2900
medical product website design,INR,10,0%,-100%,Unknown,,,,,,,,,30,10,10,0,0,70,10,0,0,0,0,0
best saas website designs 2022,INR,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
real estate agent web design,INR,260,55%,-65%,Low,25,955.87,3215.28,,,,,,390,590,390,320,320,480,170,110,90,110,140,170
best real estate websites for brokers,INR,50,0%,-55%,High,69,908.65,4723.68,,,,,,110,70,50,30,50,70,40,40,40,50,70,50
web design companies for startups,INR,10,∞,-50%,Low,0,,,,,,,,10,10,20,10,10,10,0,10,10,0,10,10
idx web design,INR,10,0%,0%,High,86,,,,,,,,10,10,30,10,20,10,0,10,10,10,10,10
best realtor website design,INR,210,21%,-65%,Low,23,553.67,2362.09,,,,,,390,590,390,170,140,210,140,110,140,140,140,170
roofing web design company,INR,90,40%,-73%,Low,6,429.03,1315.21,,,,,,260,170,140,40,40,260,30,20,20,50,50,70
personal injury attorney website design,INR,10,100%,100%,Low,0,,,,,,,,10,10,10,10,30,10,10,10,10,10,10,20
good law firm websites,INR,720,84%,-18%,Low,27,836.74,2903.49,,,,,,880,720,1000,880,720,1300,480,390,390,320,320,590
examples of real estate websites,INR,110,22%,-35%,Medium,37,312.74,1355.53,,,,,,210,170,140,140,110,110,110,110,70,90,110,110
best restaurant web design,INR,140,89%,-35%,Medium,42,349.59,1333.01,,,,,,320,210,140,110,140,260,90,110,90,90,110,170
best food delivery website design,INR,10,∞,0%,Medium,50,,,,,,,,0,10,10,0,0,0,10,0,10,0,10,10
modern restaurant website design,INR,10,0%,-50%,Medium,43,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
lawyer website development,INR,2400,82%,-70%,Low,9,2881.70,7558.70,,,,,,4400,3600,2400,2400,1600,8100,2400,1300,720,880,1000,1600
custom real estate website design,INR,40,0%,-80%,Low,14,,,,,,,,70,110,140,20,40,20,10,10,10,10,10,10
custom law firm websites,INR,20,0%,0%,Low,0,,,,,,,,10,10,10,0,20,170,20,0,0,10,10,10
food service website design,INR,10,0%,-67%,High,86,,,,,,,,10,10,0,30,0,10,30,10,10,10,10,10
small business website company,INR,20,100%,-50%,Low,8,,,,,,,,50,30,10,20,50,10,10,10,10,10,10,20
website design for electrical contractors,INR,10,200%,-67%,Low,17,1090.84,4724.19,,,,,,20,20,10,10,10,10,10,10,20,10,10,30
website creation small business,INR,170,136%,-56%,Low,24,1032.52,3731.51,,,,,,480,320,210,170,140,140,110,70,90,110,90,260
best law firm web design,INR,390,53%,-19%,Low,23,2172.18,6330.41,,,,,,320,390,320,170,210,1900,260,210,170,170,140,260
website for small business cost,INR,10,0%,0%,High,86,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
best health website design,INR,10,0%,-50%,Medium,57,274.02,2049.35,,,,,,10,30,10,10,10,10,10,10,10,10,10,10
logo and web design for small business,INR,10,0%,-75%,Low,0,,,,,,,,40,30,20,10,30,10,0,0,10,10,10,10
simple restaurant website design,INR,10,0%,0%,Medium,43,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
small company website design,INR,2900,0%,-56%,Low,11,750.57,3117.96,,,,,,4400,3600,2900,2900,2900,5400,2900,1600,880,2900,1000,2900
web design for roofers,INR,70,200%,-65%,Low,5,1041.48,4724.19,,,,,,170,90,90,20,90,210,30,20,20,30,10,90
restaurant website design agency,INR,140,250%,-64%,Low,5,433.48,972.03,,,,,,390,210,140,90,140,210,70,30,20,40,40,140
food web design,INR,140,56%,-46%,Low,9,183.03,863.40,,,,,,260,170,70,90,110,260,110,90,110,90,70,140
agent web design,INR,12100,-45%,-33%,Low,10,568.26,1832.04,,,,,,14800,14800,9900,8100,8100,22200,14800,8100,5400,22200,8100,12100
healthcare website design agency,INR,170,860%,50%,Low,15,1009.31,3779.35,,,,,,390,260,260,260,140,260,50,50,40,50,70,480
best designed saas websites,INR,110,27%,0%,Medium,47,368.59,1543.92,,,,,,170,140,140,90,110,210,110,90,90,110,90,140
restaurant website ui design,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,10,0,10,0,10,10,10,10
restaurant homepage design,INR,1000,156%,-47%,Low,13,425.18,2151.71,,,,,,1600,1900,1600,1000,1000,1600,880,590,390,390,390,1000
website food menu design,INR,10,0%,0%,Medium,57,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
medical website design agency,INR,170,50%,-19%,Low,2,,,,,,,,320,390,260,90,70,320,70,50,50,140,110,210
attorney web designer,INR,390,24%,-56%,Low,7,3306.93,11527.02,,,,,,590,480,260,170,210,1900,260,110,110,170,110,210
real estate investment website design,INR,20,0%,-80%,Low,26,,,,,,,,30,40,30,30,20,10,10,10,10,10,10,10
best real estate web design,INR,210,21%,-65%,Low,23,553.67,2362.09,,,,,,390,590,390,170,140,210,140,110,140,140,140,170
construction contractor website,INR,20,1000%,267%,Low,4,235.56,1215.28,,,,,,30,30,10,20,20,10,10,10,10,10,10,110
food website design examples,INR,10,0%,0%,Low,5,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
new real estate agent website,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,0,10,0,0,0,0,0,0,0,0
law firm web design companies,INR,210,100%,-56%,Low,4,4724.19,8503.54,,,,,,390,390,210,110,170,590,170,140,90,70,50,140
affordable business website design,INR,90,300%,-81%,Low,5,,,,,,,,260,140,30,30,30,320,50,10,10,10,20,40
food menu website design,INR,10,0%,0%,Low,6,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
best saas ui design,INR,10,0%,0%,Low,19,301.40,1331.83,,,,,,10,10,10,10,10,20,10,10,10,10,10,10
medical device web design,INR,20,0%,-80%,Low,3,,,,,,,,50,40,30,20,20,90,10,10,10,10,10,10
web design for local businesses,INR,390,86%,-74%,Low,8,414.63,1445.02,,,,,,880,720,480,320,390,880,260,210,170,140,260,260
website design for local business,INR,390,86%,-74%,Low,8,414.63,1445.02,,,,,,880,720,480,320,390,880,260,210,170,140,260,260
small web design agency,INR,30,-33%,-60%,Low,32,458.43,4816.04,,,,,,90,50,30,10,30,90,30,10,10,30,20,20
website real estate agent,INR,1900,23%,-64%,Medium,40,578.89,2362.09,,,,,,3600,2900,1900,1900,1900,2900,1900,1000,1300,1300,1300,1600
best restaurant websites in the world,INR,10,100%,100%,Low,16,,,,,,,,10,10,10,10,20,10,0,10,10,10,10,20
real estate website development company,INR,50,33%,-20%,Low,4,,,,,,,,50,40,50,40,90,90,50,50,30,30,40,40
restaurant website design examples,INR,20,-50%,-80%,Low,29,,,,,,,,30,30,30,30,20,40,20,20,10,20,30,10
roofing company web design,INR,20,100%,-71%,Low,2,,,,,,,,50,20,10,10,10,70,10,0,10,10,10,20
small business website development cost,INR,10,0%,-75%,Low,0,,,,,,,,20,20,20,10,10,10,10,10,10,10,10,10
medical website ui design,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,10,0,10,0,0,0
website design for solicitors,INR,30,0%,-75%,Low,21,,,,,,,,70,20,10,0,10,260,10,0,0,10,10,10
best saas ui,INR,20,150%,67%,Low,33,472.18,2266.59,,,,,,20,20,20,20,10,10,20,20,20,20,40,50
agent website design,INR,12100,-45%,-33%,Low,10,568.26,1832.04,,,,,,14800,14800,9900,8100,8100,22200,14800,8100,5400,22200,8100,12100
hvac website company,INR,10,0%,0%,High,74,906.15,4894.26,,,,,,10,10,10,10,10,10,0,10,10,10,0,10
realtor website development,INR,30,0%,-86%,Medium,36,,,,,,,,50,40,20,10,20,90,50,10,10,10,10,10
law firm website design agency,INR,260,-18%,-64%,Low,18,3306.93,7558.70,,,,,,320,320,390,210,210,1300,170,90,50,170,110,140
small business website price,INR,320,243%,-45%,Low,19,275.89,1183.88,,,,,,720,590,480,320,140,210,170,110,140,140,170,480
medical website design and development,INR,50,200%,-82%,Low,0,,,,,,,,170,90,40,30,20,210,20,10,30,10,10,30
small business website layout,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,10,10,10,10,0,10,10,10
restaurant website design in html,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,0,10,10,0,0,0
wordpress real estate website design,INR,40,0%,-80%,Low,0,,,,,,,,50,90,50,90,70,20,40,10,10,10,10,10
website development for attorneys,INR,260,0%,-71%,Low,2,,,,,,,,320,260,170,170,170,880,260,140,90,140,110,140
family law attorney website design,INR,140,133%,-67%,Low,6,,,,,,,,170,140,140,110,210,480,110,110,50,30,30,70
law office web design,INR,2900,190%,-19%,Low,14,3306.93,7558.70,,,,,,3600,4400,2900,2400,2400,6600,2400,1000,1000,1000,1300,2900
best contractor website design,INR,10,0%,0%,Medium,44,393.20,994.09,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
restaurant menu web design,INR,20,0%,-71%,Medium,62,323.13,1227.27,,,,,,50,30,30,20,40,10,20,20,10,20,10,20
sme website design,INR,10,∞,0%,Low,31,,,,,,,,20,10,10,10,10,10,0,10,10,0,0,10
average cost for small business website,INR,70,120%,-48%,Low,27,214.59,1394.58,,,,,,170,110,70,90,70,40,50,30,50,50,50,110
medical web design agency,INR,170,50%,-19%,Low,2,,,,,,,,320,390,260,90,70,320,70,50,50,140,110,210
firm website design,INR,30,0%,-75%,Low,0,,,,,,,,30,20,30,20,30,70,20,20,20,10,10,10
small business web page design,INR,2900,0%,-56%,Low,11,750.57,3117.96,,,,,,4400,3600,2900,2900,2900,5400,2900,1600,880,2900,1000,2900
web design for hvac companies,INR,40,100%,-78%,Low,19,2848.69,10432.90,,,,,,90,70,50,40,90,10,20,10,10,10,10,20
contractor website design company,INR,30,-50%,-33%,Low,4,,,,,,,,50,30,20,10,20,90,20,0,10,40,20,20
restaurant website development company,INR,20,0%,-80%,Low,6,,,,,,,,50,20,20,10,30,50,10,10,10,10,40,10
web development agency for startups,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,10,10,10,10,0,10,0,10
squarespace small business websites,INR,10,∞,0%,Low,0,,,,,,,,10,10,10,10,10,0,10,0,0,0,0,10
medical technology website design,INR,10,∞,0%,Low,0,,,,,,,,10,10,20,20,10,0,0,0,10,0,0,10
website design agency for lawyers,INR,30,0%,-50%,Low,0,,,,,,,,20,20,10,10,10,260,20,0,0,10,0,10
top medical website designs,INR,10,0%,-50%,Low,0,,,,,,,,30,20,30,10,10,10,10,0,10,10,10,10
restaurant website company,INR,10,0%,0%,High,86,531.15,2447.70,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
restaurant website layout,INR,10,-50%,-50%,Medium,43,,,,,,,,30,10,10,10,10,10,20,20,10,20,10,10
small business website designer near me,INR,20,200%,-67%,Low,19,1099.86,8237.74,,,,,,50,40,20,10,10,10,20,10,10,10,30,30
webdesign firm,INR,10,-100%,-100%,Unknown,,,,,,,,,10,10,10,10,0,10,10,0,10,10,10,0
top restaurant website design,INR,140,89%,-35%,Medium,42,349.59,1333.01,,,,,,320,210,140,110,140,260,90,110,90,90,110,170
fast food restaurant website design,INR,10,0%,0%,Low,21,,,,,,,,0,10,10,0,10,0,10,0,0,10,0,10
property developer website design,INR,10,-100%,-100%,Unknown,,,,,,,,,10,10,10,0,10,10,0,10,10,10,10,0
commercial real estate website developer,INR,590,320%,-94%,Low,7,661.39,2364.26,,,,,,3600,1900,170,110,210,390,210,90,70,50,70,210
affordable website design for small business,INR,590,85%,-70%,Low,13,1266.53,3540.46,,,,,,1300,880,480,210,320,1600,320,110,260,260,260,480
menu design examples,INR,70,75%,0%,Medium,59,114.92,394.26,,,,,,70,50,30,40,70,90,110,70,40,40,70,70
creative restaurant websites,INR,10,∞,0%,Low,21,,,,,,,,10,10,10,10,10,10,10,10,10,0,10,10
professional medical website design,INR,20,0%,-50%,Low,0,,,,,,,,20,20,20,0,40,90,20,0,10,10,10,10
cool restaurant website design,INR,140,89%,-35%,Medium,42,349.59,1333.01,,,,,,320,210,140,110,140,260,90,110,90,90,110,170
real estate website layout,INR,10,0%,0%,Low,29,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
lawyer website developer,INR,10,∞,-40%,Low,2,,,,,,,,30,30,10,10,20,10,10,0,10,0,10,30
law firm web development,INR,90,350%,-47%,Low,1,,,,,,,,140,110,70,40,50,320,40,20,20,20,50,90
startup website developer,INR,20,0%,-75%,Low,0,,,,,,,,30,10,0,10,10,70,20,30,10,10,10,10
healthcare web agency,INR,20,0%,-60%,Low,21,1495.68,9448.37,,,,,,20,30,50,20,20,20,10,10,30,20,10,20
real estate web design services,INR,40,125%,80%,Low,0,,,,,,,,50,40,40,20,10,90,10,10,10,40,50,90
medical web design company,INR,320,88%,-33%,Low,8,1318.82,10394.78,,,,,,590,480,320,140,170,1000,110,70,90,170,90,320
award winning restaurant websites,INR,10,-50%,-50%,Low,13,,,,,,,,10,10,10,10,30,10,10,10,10,20,10,10
real estate website ui design,INR,10,0%,0%,Low,11,,,,,,,,0,10,0,10,10,0,10,10,10,10,0,10
real estate homepage design,INR,1300,49%,-70%,Low,16,729.17,2880.85,,,,,,2400,2400,1900,1300,1300,1900,590,590,590,590,480,880
innovative law firm websites,INR,30,0%,0%,Low,21,,,,,,,,30,30,20,10,10,320,10,0,10,10,10,10
best real estate agent website design,INR,10,0%,-80%,Medium,52,,,,,,,,20,10,10,10,30,20,10,10,10,10,10,10
web development startups,INR,110,320%,-46%,Low,1,326.39,2558.64,,,,,,260,260,170,70,70,170,40,110,90,50,10,210
designing a website for small business,INR,2900,0%,-56%,Low,11,750.57,3117.96,,,,,,4400,3600,2900,2900,2900,5400,2900,1600,880,2900,1000,2900
restaurant webpage design,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,20,10,0,10,10,10,0,0,0,0
modern law firm website design,INR,70,100%,0%,Low,10,2006.83,4724.19,,,,,,30,30,50,50,50,320,50,50,20,20,30,40
restaurant landing page examples,INR,30,100%,-78%,Medium,37,278.77,664.90,,,,,,90,90,40,10,20,10,10,10,10,10,10,20
website development for law firms,INR,2900,190%,-19%,Low,14,3306.93,7558.70,,,,,,3600,4400,2900,2400,2400,6600,2400,1000,1000,1000,1300,2900
health web design,INR,40,0%,-78%,Low,19,1682.46,4251.77,,,,,,90,90,50,40,30,20,10,10,10,20,20,20
good restaurant website examples,INR,20,-50%,-67%,Low,9,,,,,,,,20,20,20,20,20,30,20,20,10,20,20,10
luxury real estate web design,INR,50,25%,-55%,Medium,46,422.31,1562.00,,,,,,70,110,90,50,70,40,50,20,50,40,50,50
best real estate website design companies,INR,30,800%,29%,Low,1,,,,,,,,90,70,50,10,30,10,10,10,10,10,20,90
online food ordering website design,INR,10,0%,-100%,Unknown,,,,,,,,,0,10,0,0,0,0,10,0,10,0,10,0
boutique law firm websites,INR,20,0%,0%,Low,27,241.88,1945.42,,,,,,30,10,10,10,10,70,20,10,10,10,10,10
business website layout,INR,20,0%,-50%,Medium,57,173.16,953.30,,,,,,20,20,20,10,10,30,10,10,20,10,10,10
best startup website designs,INR,20,100%,-33%,Low,30,246.82,833.20,,,,,,10,20,10,10,10,40,20,20,20,10,10,20
solicitors website design,INR,90,0%,-50%,Low,10,529.43,8503.54,,,,,,40,30,20,0,0,590,70,90,50,20,10,20
affordable professional website design,INR,70,33%,-76%,Low,4,,,,,,,,140,110,20,40,90,170,50,40,30,30,10,40
healthcare web development company,INR,70,200%,0%,Low,8,2367.76,19084.96,,,,,,70,140,70,30,30,390,40,30,10,30,40,90
ada website design firm,INR,10,0%,-100%,Unknown,,,,,,,,,0,10,10,0,0,0,0,0,0,0,0,0
affordable law firm website design,INR,10,0%,0%,High,95,,,,,,,,0,0,0,0,0,70,20,10,10,10,10,10
affordable lawyer website design,INR,50,0%,-73%,Low,9,,,,,,,,50,50,70,70,70,110,40,20,10,30,20,30
affordable small business website design services,INR,10,100%,-50%,Low,0,,,,,,,,40,30,20,10,30,10,10,10,10,10,10,20
affordable web design and seo for small business,INR,30,-50%,-86%,Low,0,,,,,,,,50,30,20,10,20,90,40,20,30,20,10,10
agent image web design,INR,10,-100%,-100%,Unknown,,,,,,,,,10,10,10,10,20,10,10,10,10,10,10,0
attorney web design services,INR,10,-100%,-100%,Unknown,,,,,,,,,10,10,0,10,0,10,10,0,0,10,0,0
attorney web development,INR,260,0%,-71%,Low,2,,,,,,,,320,260,170,170,170,880,260,140,90,140,110,140
attorneys and law firm web design,INR,30,0%,0%,Low,0,,,,,,,,50,50,10,10,10,70,40,30,20,10,10,10
awwwards restaurant websites,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
barrister website design,INR,10,0%,0%,Low,0,,,,,,,,10,10,0,0,0,70,30,30,20,10,10,10
beautiful restaurant web design,INR,10,∞,0%,Low,29,,,,,,,,10,10,10,0,10,10,10,0,10,0,10,10
beautiful restaurant website design,INR,10,∞,0%,Low,29,,,,,,,,10,10,10,0,10,10,10,0,10,0,10,10
best healthcare web design,INR,10,∞,0%,Low,29,322.56,736.72,,,,,,20,10,20,0,10,0,0,0,10,0,10,10
best healthcare website design companies,INR,10,∞,0%,Low,0,,,,,,,,10,0,10,0,0,0,10,0,0,0,0,10
best lawyer web design,INR,30,0%,0%,Low,0,,,,,,,,20,30,10,0,10,170,50,30,30,10,10,10
best legal web design,INR,90,-71%,-71%,Low,13,2578.46,4724.19,,,,,,70,70,50,10,40,390,110,110,140,70,20,20
best medical website designs 2020,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,0,0,0,0,0,0,0,0,0,0
best property website design,INR,10,0%,-100%,Unknown,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,0
best realtor web design,INR,210,21%,-65%,Low,23,553.67,2362.09,,,,,,390,590,390,170,140,210,140,110,140,140,140,170
best restaurant web page design,INR,140,89%,-35%,Medium,42,349.59,1333.01,,,,,,320,210,140,110,140,260,90,110,90,90,110,170
best small business website developers,INR,10,-100%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,0
best web development agency for startups,INR,10,0%,-100%,Unknown,,,,,,,,,0,10,0,0,0,0,10,0,0,0,0,0
best web menu design,INR,10,0%,0%,Low,7,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
build real estate agent website,INR,10,∞,0%,High,86,,,,,,,,10,10,10,10,0,0,10,10,0,0,10,10
burlington small business website design services,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,10
business law attorney website design,INR,20,-50%,-50%,Low,0,,,,,,,,10,10,10,0,0,70,20,40,10,20,40,10
business law lawyer website design,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,0,20,10,0,0,10,10,0,10
business startup website package,INR,10,0%,-100%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
cheap small business website design,INR,590,85%,-70%,Low,13,1266.53,3540.46,,,,,,1300,880,480,210,320,1600,320,110,260,260,260,480
construction builders website,INR,30,-33%,-60%,Medium,53,603.80,4029.86,,,,,,50,50,50,40,30,20,30,30,30,30,10,20
construction firm website,INR,590,-19%,-33%,Medium,37,276.84,1132.86,,,,,,720,590,390,390,590,880,720,590,390,590,320,480
contractor website developer,INR,30,50%,-57%,Low,25,265.74,3229.13,,,,,,50,40,50,20,50,30,20,20,50,20,30,30
cool law firm website,INR,10,∞,∞,Low,29,,,,,,,,0,10,0,10,0,10,10,10,0,0,10,10
cool website menu designs,INR,10,0%,0%,Low,7,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
creative medical website design,INR,10,0%,0%,Low,23,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
criminal defense attorney website design,INR,20,0%,-80%,Low,23,,,,,,,,40,10,10,10,20,170,10,0,0,10,10,10
criminal defense law firm web design,INR,20,0%,-67%,Low,14,,,,,,,,40,30,10,0,0,140,10,0,0,10,0,10
custom attorney website design,INR,140,150%,-29%,Low,1,,,,,,,,90,110,110,50,90,880,90,30,50,20,30,50
custom designed small business websites,INR,10,0%,0%,Low,0,,,,,,,,10,0,0,0,0,0,0,0,10,10,10,10
custom law firm website design,INR,90,150%,-71%,Low,8,1665.79,7558.70,,,,,,110,110,140,90,110,320,50,20,10,20,30,50
custom lawyer web design,INR,140,150%,-29%,Low,1,,,,,,,,90,110,110,50,90,880,90,30,50,20,30,50
custom lawyer website design,INR,140,150%,-29%,Low,1,,,,,,,,90,110,110,50,90,880,90,30,50,20,30,50
custom medical website design,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
custom realtor website design,INR,10,-100%,-100%,Unknown,,,,,,,,,10,0,0,0,10,0,0,0,0,10,0,0
custom small business website,INR,70,67%,-76%,Medium,42,518.41,2403.74,,,,,,210,90,40,20,40,170,30,20,20,30,20,50
custom web design for lawyers,INR,90,250%,-50%,Low,1,,,,,,,,110,110,70,40,50,390,30,30,20,20,50,70
design small business,INR,90,0%,-76%,Low,26,246.21,741.82,,,,,,210,110,70,50,90,320,50,50,50,50,50,50
divorce lawyer web design,INR,30,0%,-86%,Low,0,,,,,,,,70,40,20,10,10,170,30,10,10,10,10,10
ecommerce website design for small business,INR,10,100%,-33%,Low,0,,,,,,,,30,40,20,10,10,0,10,10,10,10,10,20
electrician web design company,INR,40,250%,0%,Low,14,944.84,4724.19,,,,,,40,40,30,20,70,110,70,10,10,20,20,70
estate agency web designer,INR,10,0%,0%,Low,0,,,,,,,,10,10,0,0,10,0,20,10,0,10,0,10
family law firm website design,INR,20,-100%,-100%,Unknown,,,,,,,,,20,10,10,10,10,170,10,10,0,10,10,0
family law lawyer website design,INR,50,0%,-86%,Low,0,,,,,,,,70,70,70,70,90,170,50,0,10,10,10,10
fast website design for small business,INR,10,∞,0%,Low,0,,,,,,,,10,10,10,0,0,10,0,0,10,0,0,10
food and beverage web design,INR,10,0%,0%,Low,26,510.66,2114.65,,,,,,20,10,10,50,10,20,30,20,10,10,10,10
food and beverage website design,INR,10,0%,0%,Low,26,510.66,2114.65,,,,,,20,10,10,50,10,20,30,20,10,10,10,10
food delivery website ui design,INR,10,0%,-100%,Unknown,,,,,,,,,0,0,0,0,10,10,10,0,0,0,10,0
food menu web design,INR,10,0%,-100%,Unknown,,,,,,,,,10,0,10,10,0,10,10,0,10,0,10,0
food product website design,INR,10,0%,0%,Low,0,,,,,,,,10,10,0,10,0,0,10,10,10,10,10,10
food web page design,INR,140,56%,-46%,Low,9,183.03,863.40,,,,,,260,170,70,90,110,260,110,90,110,90,70,140
food website layout,INR,10,∞,0%,Low,0,,,,,,,,10,10,0,0,10,10,0,10,0,0,10,10
freelance law firm web designers,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0
freelance small business web designers,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,0,0,10,0,0,10,0,10
full service web design for small business,INR,30,-67%,-86%,Low,8,,,,,,,,70,30,20,10,10,110,40,10,10,30,10,10
full service web design for small businesses,INR,30,-67%,-86%,Low,8,,,,,,,,70,30,20,10,10,110,40,10,10,30,10,10
full service website design for small business,INR,30,-67%,-86%,Low,8,,,,,,,,70,30,20,10,10,110,40,10,10,30,10,10
full service website design for small businesses,INR,30,-67%,-86%,Low,8,,,,,,,,70,30,20,10,10,110,40,10,10,30,10,10
general construction websites,INR,10,-100%,-100%,Unknown,,,,,,,,,20,10,10,0,0,10,10,10,0,10,10,0
general contractor web design,INR,1000,-58%,-38%,Low,9,482.08,3117.96,,,,,,1600,1300,1300,720,720,2400,1000,320,320,2400,590,1000
good law firm website design,INR,390,53%,-19%,Low,23,2172.18,6330.41,,,,,,320,390,320,170,210,1900,260,210,170,170,140,260
good restaurant website design,INR,140,89%,-35%,Medium,42,349.59,1333.01,,,,,,320,210,140,110,140,260,90,110,90,90,110,170
google small business website design,INR,10,∞,100%,Low,0,,,,,,,,10,10,10,10,10,0,20,0,0,0,10,20
great real estate agent websites,INR,110,-22%,-67%,Medium,59,283.45,1487.47,,,,,,210,140,90,110,70,210,70,70,50,90,70,70
great restaurant website design,INR,10,0%,0%,Low,29,,,,,,,,10,10,10,0,10,10,0,0,0,10,10,10
healthcare system website design,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,10,10,0,20,20,10,0,0,10,0
healthcare web development companies,INR,20,-50%,0%,Medium,43,,,,,,,,10,10,10,10,0,170,0,10,0,20,10,10
healthcare website design and app development,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,0,10,0,0,0,10,10,0,10
healthcare website design firm,INR,10,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,10,0,10,0,0,0,0
healthcare website development agency,INR,50,0%,-73%,Low,4,,,,,,,,90,70,30,20,10,320,10,10,20,30,10,30
high end real estate website design,INR,10,∞,0%,Medium,57,,,,,,,,10,10,10,0,10,0,0,10,0,0,10,10
home builders website design,INR,260,24%,-19%,Low,8,193.60,944.84,,,,,,480,390,320,170,320,880,140,90,90,210,90,260
hvac contractor website designs,INR,10,-100%,-100%,Unknown,,,,,,,,,10,10,0,0,10,10,0,0,0,10,0,0
idx website design,INR,10,0%,0%,High,86,,,,,,,,10,10,30,10,20,10,0,10,10,10,10,10
immigration law web design,INR,20,0%,-50%,Low,0,,,,,,,,30,40,30,30,30,20,0,0,10,10,10,10
immigration lawyer website design,INR,70,-40%,-67%,Low,0,,,,,,,,70,90,140,110,110,260,30,40,10,50,10,30
interior contractor website,INR,10,-100%,-100%,Unknown,,,,,,,,,10,0,0,0,0,0,10,0,0,10,0,0
internet website designers for property,INR,10,0%,0%,Unknown,,,,,,,,,10,10,10,10,0,0,0,10,0,0,0,0
japanese restaurant website design,INR,10,0%,0%,Low,7,,,,,,,,10,10,10,10,10,10,10,10,10,10,0,10
kfc website design,INR,10,0%,0%,Unknown,,,,,,,,,10,0,10,10,0,0,0,0,0,0,0,0
law firm web design services,INR,70,150%,0%,Low,3,,,,,,,,110,140,40,50,50,320,70,40,20,20,10,50
law firm website design and seo,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,0,10,50,30,30,10,10,10,10
law firm website redesign,INR,10,-50%,0%,Low,11,,,,,,,,10,10,10,10,10,10,10,10,10,20,10,10
lawyer web design firm,INR,20,-50%,0%,Low,0,,,,,,,,10,10,10,0,0,210,0,0,0,20,0,10
lawyer website design companies,INR,2400,82%,-70%,Low,9,2881.70,7558.70,,,,,,4400,3600,2400,2400,1600,8100,2400,1300,720,880,1000,1600
lawyer website redesign,INR,390,255%,-70%,Low,10,3779.35,11527.02,,,,,,720,390,320,260,170,1300,320,140,70,110,260,390
